Dates,TRI,Rm
11-11-2002,974.4078,-0.303048069
12-11-2002,980.3315,0.607928221
13-11-2002,983.1913,0.291717649
14-11-2002,992.6839,0.965488608
15-11-2002,1011.5284,1.898338434
18-11-2002,1018.1674,0.656333525
20-11-2002,1023.019,0.476503176
21-11-2002,1030.3219,0.713857709
22-11-2002,1041.9657,1.130112832
25-11-2002,1048.1451,0.593052151
26-11-2002,1058.3079,0.969598579
27-11-2002,1053.1499,-0.487381791
28-11-2002,1072.1476,1.803893254
29-11-2002,1072.6072,0.042867232
02-12-2002,1090.7368,1.69023665
03-12-2002,1077.561,-1.207972446
04-12-2002,1058.5632,-1.763037081
05-12-2002,1068.3174,0.921456555
06-12-2002,1092.7743,2.289291553
09-12-2002,1081.9345,-0.991952318
10-12-2002,1087.0956,0.47702518
11-12-2002,1093.2786,0.568763226
12-12-2002,1100.6881,0.677732099
13-12-2002,1110.0904,0.854220192
16-12-2002,1102.17,-0.713491442
17-12-2002,1096.8556,-0.482176071
18-12-2002,1101.659,0.437924555
19-12-2002,1099.6661,-0.180899897
20-12-2002,1103.0919,0.311530927
23-12-2002,1099.7191,-0.30575875
24-12-2002,1108.9175,0.836431776
26-12-2002,1118.9336,0.903232206
27-12-2002,1122.6129,0.328822014
30-12-2002,1116.0207,-0.587219334
31-12-2002,1117.6049,0.141950772
01-01-2003,1124.4015,0.608139782
02-01-2003,1117.145,-0.645365557
03-01-2003,1113.6189,-0.315634944
06-01-2003,1108.2532,-0.481825515
07-01-2003,1105.647,-0.235162867
08-01-2003,1113.3634,0.697908103
09-01-2003,1121.5398,0.734387353
10-01-2003,1104.0628,-1.558304039
13-01-2003,1097.4195,-0.60171396
14-01-2003,1102.7342,0.484290647
15-01-2003,1108.9175,0.560724425
16-01-2003,1112.3414,0.308760571
17-01-2003,1110.4506,-0.169983784
20-01-2003,1100.0769,-0.934188338
21-01-2003,1101.661,0.143999024
22-01-2003,1106.7712,0.463863203
23-01-2003,1094.5557,-1.103705987
24-01-2003,1079.3777,-1.386681372
27-01-2003,1060.5712,-1.742346539
28-01-2003,1069.3101,0.823980512
29-01-2003,1060.1113,-0.860255598
30-01-2003,1057.4539,-0.250671793
31-01-2003,1065.0541,0.718726367
03-02-2003,1079.0188,1.311172832
04-02-2003,1078.5075,-0.047385643
05-02-2003,1070.9412,-0.70155284
06-02-2003,1087.5053,1.546686223
07-02-2003,1081.2682,-0.573523642
10-02-2003,1072.1682,-0.841604331
11-02-2003,1071.5547,-0.0572205
12-02-2003,1067.9249,-0.338741457
14-02-2003,1059.285,-0.809036291
17-02-2003,1081.9839,2.142851074
18-02-2003,1083.1087,0.103957185
19-02-2003,1088.2211,0.47201172
20-02-2003,1089.5503,0.122144296
21-02-2003,1090.1126,0.051608448
24-02-2003,1094.2025,0.375181426
25-02-2003,1079.2744,-1.364290431
26-02-2003,1073.2418,-0.558949605
27-02-2003,1076.616,0.314393271
28-02-2003,1087.3008,0.992442988
03-03-2003,1082.6486,-0.427866879
04-03-2003,1070.1232,-1.156922015
05-03-2003,1064.0906,-0.563729485
06-03-2003,1054.4282,-0.908042981
07-03-2003,1039.9602,-1.372118083
10-03-2003,1029.3264,-1.0225199
11-03-2003,1037.3529,0.779781807
12-03-2003,1024.2141,-1.26656994
13-03-2003,1022.118,-0.204654476
17-03-2003,1015.3185,-0.665236303
19-03-2003,1026.732,1.124130014
20-03-2003,1048.5675,2.12669908
21-03-2003,1053.9881,0.51695289
22-03-2003,1060.7382,0.640434176
24-03-2003,1036.9594,-2.24172185
25-03-2003,1034.3003,-0.256432412
26-03-2003,1036.9083,0.25215114
27-03-2003,1025.5853,-1.091996274
28-03-2003,1023.4374,-0.209431629
31-03-2003,1000.5261,-2.238661593
01-04-2003,1006.7654,0.623601923
02-04-2003,1022.21,1.534081326
03-04-2003,1032.1825,0.975582317
04-04-2003,1042.0165,0.952738493
07-04-2003,1056.9252,1.430754695
08-04-2003,1043.1949,-1.299079632
09-04-2003,1029.6183,-1.301444246
10-04-2003,986.0826,-4.228333937
11-04-2003,973.3748,-1.28871557
15-04-2003,974.8096,0.147404679
16-04-2003,982.4445,0.783219615
17-04-2003,964.049,-1.872421292
21-04-2003,970.7103,0.690971102
22-04-2003,966.9185,-0.390621177
23-04-2003,957.3876,-0.985698381
24-04-2003,952.7759,-0.481696233
25-04-2003,947.2419,-0.580829133
28-04-2003,952.571,0.562591245
29-04-2003,955.4405,0.301237388
30-04-2003,957.5025,0.215816684
02-05-2003,961.8592,0.455006645
05-05-2003,969.1375,0.756690792
06-05-2003,975.7494,0.682245811
07-05-2003,974.143,-0.164632435
08-05-2003,965.3259,-0.90511352
09-05-2003,961.5324,-0.392976092
12-05-2003,959.6357,-0.197258044
13-05-2003,968.0428,0.876072034
14-05-2003,976.1935,0.841977235
15-05-2003,984.2659,0.826926219
16-05-2003,997.853,1.380429821
19-05-2003,991.1364,-0.673105157
20-05-2003,996.2636,0.517305186
21-05-2003,992.6233,-0.365395263
22-05-2003,987.7524,-0.490709819
23-05-2003,994.8489,0.718449279
26-05-2003,1009.804,1.503253409
27-05-2003,1004.0481,-0.570001703
28-05-2003,1018.6835,1.45763933
29-05-2003,1031.3109,1.239580301
30-05-2003,1035.6312,0.418913443
02-06-2003,1044.2203,0.829358946
03-06-2003,1039.5914,-0.443287686
04-06-2003,1050.2892,1.029038909
05-06-2003,1064.6901,1.371136636
06-06-2003,1076.3652,1.096572608
09-06-2003,1083.1399,0.629405336
10-06-2003,1068.9929,-1.306110134
11-06-2003,1075.4823,0.607057353
12-06-2003,1082.8987,0.68958829
13-06-2003,1087.946,0.466091611
16-06-2003,1083.4137,-0.416592368
17-06-2003,1114.5543,2.874303694
18-06-2003,1119.4989,0.44363922
19-06-2003,1125.7425,0.557713813
20-06-2003,1134.8821,0.811873053
23-06-2003,1123.4843,-1.004315779
24-06-2003,1119.5131,-0.353471784
25-06-2003,1141.4836,1.96250495
26-06-2003,1151.6776,0.89304831
27-06-2003,1161.1688,0.824119528
30-06-2003,1170.5712,0.809735845
01-07-2003,1167.915,-0.22691486
02-07-2003,1171.1171,0.27417235
03-07-2003,1182.37,0.9608689
04-07-2003,1177.7576,-0.390097854
07-07-2003,1179.9301,0.184460707
08-07-2003,1185.4648,0.469070159
09-07-2003,1180.4473,-0.423251707
10-07-2003,1202.9241,1.904091779
11-07-2003,1202.1997,-0.060219926
14-07-2003,1214.4457,1.018632761
15-07-2003,1202.3686,-0.994453684
16-07-2003,1213.9347,0.961942952
17-07-2003,1196.5371,-1.433157813
18-07-2003,1184.0732,-1.041664316
21-07-2003,1158.9376,-2.122807948
22-07-2003,1152.0824,-0.591507256
23-07-2003,1162.3972,0.895317904
24-07-2003,1183.5874,1.822974109
25-07-2003,1207.79,2.044851103
28-07-2003,1214.4898,0.554715638
29-07-2003,1220.3017,0.478546629
30-07-2003,1228.8716,0.70227715
31-07-2003,1231.8321,0.240912069
01-08-2003,1242.1159,0.8348378
04-08-2003,1251.6938,0.771095515
05-08-2003,1231.7786,-1.59106005
06-08-2003,1217.8432,-1.131323438
07-08-2003,1244.7781,2.211688664
08-08-2003,1272.5021,2.227224274
11-08-2003,1283.6965,0.879715641
12-08-2003,1285.7728,0.161743839
13-08-2003,1299.1767,1.042478111
14-08-2003,1301.8935,0.209117051
18-08-2003,1337.1867,2.710912989
19-08-2003,1333.3256,-0.288748011
20-08-2003,1343.4479,0.759176903
21-08-2003,1357.5878,1.052508251
22-08-2003,1368.4184,0.797782655
25-08-2003,1326.6191,-3.054570152
26-08-2003,1375.7764,3.705456977
27-08-2003,1398.8416,1.676522435
28-08-2003,1399.6672,0.059020264
29-08-2003,1417.0473,1.241730891
01-09-2003,1437.3125,1.430100463
02-09-2003,1447.2361,0.690427447
03-09-2003,1419.9722,-1.883859862
04-09-2003,1433.9175,0.982082607
05-09-2003,1462.6653,2.004843375
08-09-2003,1482.7914,1.375988068
09-09-2003,1472.0158,-0.726710446
10-09-2003,1474.6313,0.177681517
11-09-2003,1467.9358,-0.454045699
12-09-2003,1436.5069,-2.141026876
15-09-2003,1391.6455,-3.122950541
16-09-2003,1421.6926,2.159105893
17-09-2003,1404.5752,-1.204015552
18-09-2003,1363.5782,-2.918818444
19-09-2003,1384.3091,1.520330847
22-09-2003,1364.2249,-1.450846491
23-09-2003,1390.7157,1.94182059
24-09-2003,1436.7756,3.31195657
25-09-2003,1421.225,-1.082326287
26-09-2003,1452.3785,2.19201745
29-09-2003,1465.9917,0.937303878
30-09-2003,1483.9508,1.225047864
01-10-2003,1487.8777,0.264624676
03-10-2003,1517.6698,2.002321831
06-10-2003,1548.6661,2.042361257
07-10-2003,1547.5666,-0.070996582
08-10-2003,1548.352,0.050750643
09-10-2003,1574.4584,1.686076551
10-10-2003,1596.47,1.398042654
13-10-2003,1621.2593,1.55275702
14-10-2003,1594.0592,-1.677714355
15-10-2003,1611.0396,1.0652302
16-10-2003,1630.9402,1.235264484
17-10-2003,1645.3552,0.883846017
20-10-2003,1617.3114,-1.704422243
21-10-2003,1579.3607,-2.346530173
22-10-2003,1566.3609,-0.823105197
23-10-2003,1541.5671,-1.582891912
24-10-2003,1578.8889,2.421029873
25-10-2003,1595.5579,1.055742427
27-10-2003,1557.1353,-2.408098133
28-10-2003,1553.4136,-0.239009417
29-10-2003,1571.211,1.145696162
30-10-2003,1590.5475,1.230674938
31-10-2003,1631.4948,2.574415414
03-11-2003,1679.4676,2.940420037
04-11-2003,1697.346,1.06452783
05-11-2003,1687.332,-0.589979886
06-11-2003,1690.5302,0.189541833
07-11-2003,1669.4012,-1.249844575
10-11-2003,1671.9702,0.153887514
11-11-2003,1679.0613,0.424116411
12-11-2003,1681.8402,0.165503189
13-11-2003,1656.8297,-1.487091342
14-11-2003,1625.8942,-1.867150257
15-11-2003,1638.8452,0.796546294
17-11-2003,1656.7773,1.094191202
18-11-2003,1640.7032,-0.970202815
19-11-2003,1615.7424,-1.521347676
20-11-2003,1596.6033,-1.18453907
21-11-2003,1615.9014,1.208697239
24-11-2003,1619.2576,0.207698316
25-11-2003,1645.2157,1.603086501
27-11-2003,1676.3653,1.893344441
28-11-2003,1694.0902,1.057341142
01-12-2003,1738.5598,2.624984195
02-12-2003,1739.4512,0.051272323
03-12-2003,1752.037,0.723550048
04-12-2003,1756.9664,0.281352506
05-12-2003,1726.1314,-1.755013642
08-12-2003,1726.6033,0.027338591
09-12-2003,1757.6481,1.798027375
10-12-2003,1769.2375,0.659369757
11-12-2003,1778.1523,0.503878083
12-12-2003,1781.8232,0.206444634
15-12-2003,1808.1483,1.477424921
16-12-2003,1821.1554,0.719360243
17-12-2003,1818.1888,-0.162896588
18-12-2003,1842.1586,1.318333938
19-12-2003,1865.7088,1.278402413
22-12-2003,1876.8283,0.59599333
23-12-2003,1867.5446,-0.494648338
24-12-2003,1897.3363,1.595233656
26-12-2003,1927.0756,1.567423761
29-12-2003,1966.5254,2.047132972
30-12-2003,1965.6859,-0.042689507
31-12-2003,1972.5066,0.346988296
01-01-2004,2007.1733,1.757494753
02-01-2004,2042.6511,1.767550415
05-01-2004,2052.0454,0.459907225
06-01-2004,2022.3406,-1.447570312
07-01-2004,2011.8967,-0.516426363
08-01-2004,2066.268,2.702489646
09-01-2004,2069.7843,0.170176376
12-01-2004,2042.1788,-1.333738013
13-01-2004,2062.1305,0.976981056
14-01-2004,2081.6114,0.944697729
15-01-2004,2042.0196,-1.901978438
16-01-2004,1996.0218,-2.252564079
19-01-2004,2032.5835,1.831728491
20-01-2004,1988.3684,-2.175315307
21-01-2004,1916.2694,-3.626038314
22-01-2004,1860.0764,-2.932416496
23-01-2004,1941.0247,4.351880385
27-01-2004,2001.0661,3.093283666
28-01-2004,1957.3614,-2.184070781
29-01-2004,1936.9179,-1.044441767
30-01-2004,1901.3545,-1.836081953
03-02-2004,1858.5419,-2.251689519
04-02-2004,1914.6152,3.017058695
05-02-2004,1896.0175,-0.971354453
06-02-2004,1926.6459,1.615407031
09-02-2004,1976.0821,2.56592039
10-02-2004,1976.1346,0.002656772
11-02-2004,1987.4298,0.571580499
12-02-2004,1981.316,-0.307623444
13-02-2004,2011.0573,1.501088166
16-02-2004,2011.0047,-0.00261554
17-02-2004,2017.8883,0.342296564
18-02-2004,2014.0524,-0.190094764
19-02-2004,1952.9409,-3.034255713
20-02-2004,1947.0032,-0.304038898
23-02-2004,1900.2894,-2.39926673
24-02-2004,1914.1091,0.727241861
25-02-2004,1878.0328,-1.884756726
26-02-2004,1855.9605,-1.175288312
27-02-2004,1892.2221,1.953791581
01-03-2004,1947.2976,2.910625555
03-03-2004,1955.3907,0.415606736
04-03-2004,1937.9957,-0.889592039
05-03-2004,1963.0635,1.293491002
08-03-2004,1981.5096,0.939658855
09-03-2004,1961.3292,-1.018435641
10-03-2004,1938.5212,-1.162884844
11-03-2004,1897.5825,-2.111852065
12-03-2004,1904.7297,0.376647656
15-03-2004,1853.438,-2.69285978
16-03-2004,1838.8868,-0.785092353
17-03-2004,1839.4124,0.02858251
18-03-2004,1804.5132,-1.897301551
19-03-2004,1813.3957,0.492238017
22-03-2004,1771.2432,-2.324506449
23-03-2004,1783.2267,0.676558702
24-03-2004,1778.7066,-0.253478708
25-03-2004,1791.6887,0.7298618
26-03-2004,1836.9422,2.525745683
29-03-2004,1852.2369,0.832617379
30-03-2004,1839.7278,-0.675350977
31-03-2004,1862.591,1.242749063
01-04-2004,1912.785,2.694848198
02-04-2004,1935.3329,1.178799499
05-04-2004,1951.6262,0.841886169
06-04-2004,1945.8973,-0.293544942
07-04-2004,1943.3219,-0.132350253
08-04-2004,1948.4201,0.262344597
12-04-2004,1932.3897,-0.822738382
13-04-2004,1974.7021,2.189641147
15-04-2004,1957.3567,-0.878380592
16-04-2004,1964.7153,0.375945784
17-04-2004,1963.8218,-0.045477327
19-04-2004,1938.5395,-1.287402961
20-04-2004,1938.7497,0.010843215
21-04-2004,1969.3408,1.577877743
22-04-2004,1986.5534,0.874028507
23-04-2004,1989.6023,0.153476871
27-04-2004,1910.5417,-3.973688611
28-04-2004,1909.8058,-0.038517872
29-04-2004,1901.8156,-0.418377617
30-04-2004,1888.449,-0.70283365
03-05-2004,1857.5373,-1.636882966
04-05-2004,1885.2947,1.49431185
05-05-2004,1902.9585,0.93692514
06-05-2004,1928.9535,1.366030841
07-05-2004,1899.1162,-1.546812818
10-05-2004,1861.9116,-1.959048109
11-05-2004,1788.6076,-3.937029019
12-05-2004,1800.8688,0.685516488
13-05-2004,1807.6046,0.374030579
14-05-2004,1667.057,-7.77535087
17-05-2004,1463.0469,-12.23773992
18-05-2004,1584.41,8.295229633
19-05-2004,1651.7286,4.248811861
20-05-2004,1628.421,-1.411103495
21-05-2004,1645.6667,1.059044313
24-05-2004,1696.9817,3.118189121
25-05-2004,1694.7139,-0.133637269
26-05-2004,1688.29,-0.379055131
27-05-2004,1675.2478,-0.772509462
28-05-2004,1593.249,-4.894726619
31-05-2004,1566.6904,-1.66694597
01-06-2004,1592.3514,1.637911358
02-06-2004,1621.1803,1.810460932
03-06-2004,1578.8345,-2.612035194
04-06-2004,1606.2907,1.739016977
07-06-2004,1628.942,1.410161934
08-06-2004,1638.6616,0.596681773
09-06-2004,1636.2837,-0.145112328
10-06-2004,1633.0912,-0.195106753
11-06-2004,1594.7153,-2.349893258
14-06-2004,1566.0655,-1.79654638
15-06-2004,1586.9398,1.332913598
16-06-2004,1580.332,-0.416386305
17-06-2004,1598.6225,1.157383385
18-06-2004,1576.5787,-1.378924668
21-06-2004,1566.852,-0.616949855
22-06-2004,1559.4556,-0.472054795
23-06-2004,1529.2119,-1.93937551
24-06-2004,1555.3787,1.711129766
25-06-2004,1575.6061,1.300480713
28-06-2004,1603.5368,1.772695599
29-06-2004,1607.7194,0.260835922
30-06-2004,1594.2714,-0.836464373
01-07-2004,1627.7325,2.09883336
02-07-2004,1628.8777,0.070355541
05-07-2004,1617.9181,-0.672831361
06-07-2004,1651.1909,2.056519425
07-07-2004,1660.3023,0.551807789
08-07-2004,1608.8582,-3.09847791
09-07-2004,1646.0024,2.308730502
12-07-2004,1649.9765,0.241439502
13-07-2004,1631.3682,-1.12779182
14-07-2004,1613.8283,-1.075165006
15-07-2004,1632.3336,1.146670931
16-07-2004,1653.3056,1.284786394
19-07-2004,1668.1302,0.896664234
20-07-2004,1662.2924,-0.349960693
21-07-2004,1678.5321,0.976946054
22-07-2004,1696.2579,1.056029849
23-07-2004,1699.9728,0.219005612
26-07-2004,1717.3801,1.023975207
27-07-2004,1699.0706,-1.06612974
28-07-2004,1692.936,-0.361056215
29-07-2004,1719.5499,1.572055884
30-07-2004,1733.9972,0.840179165
02-08-2004,1741.1677,0.413524312
03-08-2004,1732.1913,-0.515539083
04-08-2004,1727.889,-0.24837326
05-08-2004,1758.133,1.750343917
06-08-2004,1735.2394,-1.302154046
09-08-2004,1745.013,0.563242167
10-08-2004,1755.1584,0.58139395
11-08-2004,1722.7037,-1.849103762
12-08-2004,1707.7298,-0.869209255
13-08-2004,1699.5573,-0.478559313
16-08-2004,1700.5676,0.059444892
17-08-2004,1706.2182,0.332277294
18-08-2004,1682.348,-1.399012154
19-08-2004,1711.7172,1.745726806
20-08-2004,1691.6664,-1.171385086
23-08-2004,1680.1156,-0.682806019
24-08-2004,1694.381,0.849072528
25-08-2004,1698.7457,0.257598498
26-08-2004,1714.7676,0.943160592
27-08-2004,1712.9046,-0.10864446
30-08-2004,1733.8622,1.223512389
31-08-2004,1737.3758,0.202645862
01-09-2004,1741.3153,0.226750021
02-09-2004,1739.5416,-0.101859784
03-09-2004,1744.6664,0.294606349
06-09-2004,1755.4194,0.616335593
07-09-2004,1762.6934,0.41437391
08-09-2004,1769.2094,0.369661565
09-09-2004,1761.465,-0.437732244
10-09-2004,1782.5619,1.197690559
13-09-2004,1790.296,0.433875536
14-09-2004,1801.3571,0.61783638
15-09-2004,1798.8457,-0.139417109
16-09-2004,1822.8915,1.336734996
17-09-2004,1852.7619,1.638627422
20-09-2004,1847.6816,-0.27420145
21-09-2004,1870.5532,1.237853968
22-09-2004,1875.1511,0.245804289
23-09-2004,1845.4827,-1.582187163
24-09-2004,1841.5804,-0.211451454
27-09-2004,1836.2347,-0.29027785
28-09-2004,1817.7922,-1.004365074
29-09-2004,1847.4072,1.629174116
30-09-2004,1866.1704,1.015650475
01-10-2004,1897.8702,1.698655171
04-10-2004,1930.4787,1.718162812
05-10-2004,1937.7488,0.376595712
06-10-2004,1918.9856,-0.968298884
07-10-2004,1941.2235,1.15883621
08-10-2004,1946.0346,0.247838541
09-10-2004,1943.4687,-0.131852743
11-10-2004,1932.7239,-0.552867149
12-10-2004,1910.4325,-1.153367017
14-10-2004,1918.8252,0.4393089
15-10-2004,1919.0925,0.013930399
18-10-2004,1909.8043,-0.483989177
19-10-2004,1933.7571,1.254201805
20-10-2004,1914.1351,-1.014708621
21-10-2004,1903.1211,-0.575403481
25-10-2004,1879.0614,-1.26422328
26-10-2004,1904.5112,1.354388952
27-10-2004,1907.5053,0.157210942
28-10-2004,1925.1648,0.92579035
29-10-2004,1911.3439,-0.717907371
01-11-2004,1922.9495,0.607195806
02-11-2004,1940.0819,0.890943834
03-11-2004,1965.8739,1.329428412
04-11-2004,1963.1456,-0.138783062
05-11-2004,1981.8157,0.951029817
08-11-2004,1993.0499,0.566864013
09-11-2004,1988.7167,-0.21741553
10-11-2004,2007.2798,0.933421035
11-11-2004,2001.3418,-0.295823233
12-11-2004,2003.9096,0.128303921
16-11-2004,2010.3826,0.323018563
17-11-2004,2020.7073,0.51356891
