Date,Price,Rf,Open,High,Low
"Jul 08, 2010",7.601,0.184526163,7.601,7.601,7.601
"Jul 09, 2010",7.654,0.697276674,7.654,7.654,7.654
"Jul 12, 2010",7.614,-0.522602561,7.614,7.614,7.614
"Jul 13, 2010",7.623,0.11820331,7.623,7.623,7.623
"Jul 14, 2010",7.626,0.039354585,7.626,7.626,7.626
"Jul 15, 2010",7.636,0.131130344,7.636,7.636,7.636
"Jul 16, 2010",7.637,0.013095862,7.637,7.637,7.637
"Jul 19, 2010",7.62,-0.222600498,7.62,7.62,7.62
"Jul 20, 2010",7.65,0.393700787,7.65,7.65,7.65
"Jul 21, 2010",7.682,0.418300654,7.682,7.682,7.682
"Jul 22, 2010",7.678,-0.052069773,7.678,7.678,7.678
"Jul 23, 2010",7.681,0.039072675,7.681,7.681,7.681
"Jul 26, 2010",7.681,0,7.681,7.681,7.681
"Jul 27, 2010",7.713,0.41661242,7.713,7.713,7.713
"Jul 28, 2010",7.753,0.518604953,7.753,7.753,7.753
"Jul 29, 2010",7.787,0.43853992,7.787,7.787,7.787
"Jul 30, 2010",7.803,0.205470656,7.803,7.803,7.803
"Aug 02, 2010",7.864,0.781750609,7.864,7.864,7.864
"Aug 03, 2010",7.823,-0.521363174,7.823,7.823,7.823
"Aug 04, 2010",7.837,0.178959478,7.837,7.837,7.837
"Aug 05, 2010",7.899,0.791119051,7.899,7.899,7.899
"Aug 06, 2010",7.833,-0.835548804,7.833,7.833,7.833
"Aug 09, 2010",7.817,-0.204264011,7.817,7.817,7.817
"Aug 10, 2010",7.84,0.294230523,7.84,7.84,7.84
"Aug 11, 2010",7.824,-0.204081633,7.824,7.824,7.824
"Aug 12, 2010",7.833,0.115030675,7.833,7.833,7.833
"Aug 13, 2010",7.827,-0.076599004,7.827,7.827,7.827
"Aug 16, 2010",7.824,-0.038328862,7.824,7.824,7.824
"Aug 17, 2010",7.876,0.664621677,7.876,7.876,7.876
"Aug 18, 2010",7.951,0.95226003,7.951,7.951,7.951
"Aug 20, 2010",7.977,0.327002893,7.977,7.977,7.977
"Aug 23, 2010",8.015,0.476369562,8.015,8.015,8.015
"Aug 24, 2010",8.012,-0.037429819,8.012,8.012,8.012
"Aug 25, 2010",8.067,0.686470295,8.067,8.067,8.067
"Aug 26, 2010",8.031,-0.446262551,8.031,8.031,8.031
"Aug 27, 2010",7.976,-0.684846221,7.976,7.976,7.976
"Aug 30, 2010",7.993,0.213139418,7.993,7.993,7.993
"Aug 31, 2010",7.936,-0.713123983,7.936,7.936,7.936
"Sep 01, 2010",7.961,0.315020161,7.961,7.961,7.961
"Sep 02, 2010",7.981,0.251224721,7.981,7.981,7.981
"Sep 03, 2010",7.97,-0.13782734,7.97,7.97,7.97
"Sep 06, 2010",7.99,0.250941029,7.99,7.99,7.99
"Sep 07, 2010",7.949,-0.513141427,7.949,7.949,7.949
"Sep 08, 2010",7.936,-0.163542584,7.936,7.936,7.936
"Sep 09, 2010",7.913,-0.289818548,7.913,7.913,7.913
"Sep 13, 2010",7.977,0.808795653,7.977,7.977,7.977
"Sep 14, 2010",7.944,-0.413689357,7.944,7.944,7.944
"Sep 15, 2010",7.948,0.050352467,7.948,7.948,7.948
"Sep 16, 2010",7.973,0.31454454,7.973,7.973,7.973
"Sep 17, 2010",7.985,0.150507964,7.985,7.985,7.985
"Sep 20, 2010",7.981,-0.050093926,7.981,7.981,7.981
"Sep 21, 2010",7.968,-0.162886856,7.968,7.968,7.968
"Sep 22, 2010",7.953,-0.188253012,7.953,7.953,7.953
"Sep 23, 2010",7.925,-0.352068402,7.925,7.925,7.925
"Sep 24, 2010",7.867,-0.731861199,7.867,7.867,7.867
"Sep 27, 2010",7.864,-0.038133977,7.864,7.864,7.864
"Sep 28, 2010",7.849,-0.190742625,7.849,7.849,7.849
"Sep 29, 2010",7.852,0.038221429,7.852,7.852,7.852
"Oct 01, 2010",7.912,0.764136526,7.912,7.912,7.912
"Oct 04, 2010",7.936,0.303336704,7.936,7.936,7.936
"Oct 05, 2010",7.956,0.252016129,7.956,7.956,7.956
"Oct 06, 2010",7.93,-0.326797386,7.93,7.93,7.93
"Oct 07, 2010",7.947,0.214375788,7.947,7.947,7.947
"Oct 08, 2010",7.991,0.553668051,7.991,7.991,7.991
"Oct 11, 2010",8,0.112626705,8,8,8
"Oct 12, 2010",8.021,0.2625,8.021,8.021,8.021
"Oct 13, 2010",8.022,0.012467273,8.022,8.022,8.022
"Oct 14, 2010",8.025,0.037397158,8.025,8.025,8.025
"Oct 15, 2010",8.07,0.560747664,8.07,8.07,8.07
"Oct 18, 2010",8.095,0.309789343,8.095,8.095,8.095
"Oct 19, 2010",8.086,-0.111179741,8.086,8.086,8.086
"Oct 20, 2010",8.157,0.878060846,8.157,8.157,8.157
"Oct 21, 2010",8.14,-0.208409955,8.14,8.14,8.14
"Oct 22, 2010",8.147,0.085995086,8.147,8.147,8.147
"Oct 25, 2010",8.147,0,8.147,8.147,8.147
"Oct 26, 2010",8.177,0.368233706,8.177,8.177,8.177
"Oct 27, 2010",8.13,-0.574782928,8.13,8.13,8.13
"Oct 28, 2010",8.135,0.061500615,8.135,8.135,8.135
"Oct 29, 2010",8.121,-0.172095882,8.121,8.121,8.121
"Nov 01, 2010",8.11,-0.135451299,8.11,8.11,8.11
"Nov 02, 2010",7.973,-1.689272503,7.973,7.973,7.973
"Nov 03, 2010",7.955,-0.225761947,7.955,7.955,7.955
"Nov 04, 2010",7.985,0.377121307,7.985,7.985,7.985
"Nov 08, 2010",8.012,0.338134001,8.012,8.012,8.012
"Nov 09, 2010",8.032,0.249625562,8.032,8.032,8.032
"Nov 10, 2010",8.078,0.572709163,8.078,8.078,8.078
"Nov 11, 2010",8.09,0.148551622,8.09,8.09,8.09
"Nov 12, 2010",8.089,-0.012360939,8.089,8.089,8.089
"Nov 15, 2010",8.066,-0.284336754,8.066,8.066,8.066
"Nov 16, 2010",8.069,0.037193156,8.069,8.069,8.069
"Nov 18, 2010",8.025,-0.545296815,8.025,8.025,8.025
"Nov 19, 2010",8.03,0.062305296,8.03,8.03,8.03
"Nov 22, 2010",8.021,-0.112079701,8.021,8.021,8.021
"Nov 23, 2010",7.996,-0.311681835,7.996,7.996,7.996
"Nov 24, 2010",8.033,0.462731366,8.033,8.033,8.033
"Nov 25, 2010",8.019,-0.174281091,8.019,8.019,8.019
"Nov 26, 2010",7.968,-0.635989525,7.968,7.968,7.968
"Nov 29, 2010",8.016,0.602409639,8.016,8.016,8.016
"Nov 30, 2010",8.066,0.623752495,8.066,8.066,8.066
"Dec 01, 2010",8.114,0.595090503,8.114,8.114,8.114
"Dec 02, 2010",8.087,-0.332758196,8.087,8.087,8.087
"Dec 03, 2010",8.178,1.125262767,8.178,8.178,8.178
"Dec 06, 2010",8.219,0.501345072,8.219,8.219,8.219
"Dec 07, 2010",8.097,-1.484365495,8.097,8.097,8.097
"Dec 08, 2010",8.114,0.209954304,8.114,8.114,8.114
"Dec 09, 2010",8.125,0.135568154,8.125,8.125,8.125
"Dec 10, 2010",8.097,-0.344615385,8.097,8.097,8.097
"Dec 13, 2010",8.114,0.209954304,8.114,8.114,8.114
"Dec 14, 2010",8.099,-0.184865664,8.099,8.099,8.099
"Dec 15, 2010",8.078,-0.259291271,8.078,8.078,8.078
"Dec 16, 2010",7.959,-1.473136915,7.959,7.959,7.959
"Dec 20, 2010",7.967,0.10051514,7.967,7.967,7.967
"Dec 21, 2010",7.934,-0.414208611,7.934,7.934,7.934
"Dec 22, 2010",7.957,0.289891606,7.957,7.957,7.957
"Dec 23, 2010",7.933,-0.301621214,7.933,7.933,7.933
"Dec 24, 2010",7.916,-0.214294718,7.916,7.916,7.916
"Dec 27, 2010",7.919,0.037897928,7.919,7.919,7.919
"Dec 28, 2010",7.903,-0.202045713,7.903,7.903,7.903
"Dec 29, 2010",7.893,-0.126534228,7.893,7.893,7.893
"Dec 30, 2010",7.92,0.342075257,7.92,7.92,7.92
"Dec 31, 2010",7.913,-0.088383838,7.913,7.913,7.913
"Jan 03, 2011",7.96,0.593959307,7.96,7.96,7.96
"Jan 04, 2011",8.068,1.35678392,8.068,8.068,8.068
"Jan 05, 2011",8.068,0,8.068,8.068,8.068
"Jan 06, 2011",8.126,0.71888944,8.126,8.126,8.126
"Jan 07, 2011",8.199,0.898350972,8.199,8.199,8.199
"Jan 10, 2011",8.226,0.329308452,8.226,8.226,8.226
"Jan 11, 2011",8.208,-0.218818381,8.208,8.208,8.208
"Jan 12, 2011",8.178,-0.365497076,8.178,8.178,8.178
"Jan 13, 2011",8.142,-0.440205429,8.142,8.142,8.142
"Jan 14, 2011",8.191,0.601817735,8.191,8.191,8.191
"Jan 17, 2011",8.234,0.524966427,8.234,8.234,8.234
"Jan 18, 2011",8.194,-0.485790624,8.194,8.194,8.194
"Jan 19, 2011",8.184,-0.122040517,8.184,8.184,8.184
"Jan 20, 2011",8.13,-0.659824047,8.13,8.13,8.13
"Jan 21, 2011",8.171,0.504305043,8.171,8.171,8.171
"Jan 24, 2011",8.185,0.171337658,8.185,8.185,8.185
"Jan 25, 2011",8.154,-0.3787416,8.154,8.154,8.154
"Jan 27, 2011",8.148,-0.073583517,8.148,8.148,8.148
"Jan 28, 2011",8.132,-0.196367207,8.132,8.132,8.132
"Jan 31, 2011",8.148,0.196753566,8.148,8.148,8.148
"Feb 01, 2011",8.154,0.073637703,8.154,8.154,8.154
"Feb 02, 2011",8.15,-0.049055678,8.15,8.15,8.15
"Feb 03, 2011",8.162,0.147239264,8.162,8.162,8.162
"Feb 04, 2011",8.196,0.416564568,8.196,8.196,8.196
"Feb 07, 2011",8.207,0.134211811,8.207,8.207,8.207
"Feb 08, 2011",8.179,-0.34117217,8.179,8.179,8.179
"Feb 09, 2011",8.166,-0.158943636,8.166,8.166,8.166
"Feb 10, 2011",8.131,-0.428606417,8.131,8.131,8.131
"Feb 11, 2011",8.127,-0.049194441,8.127,8.127,8.127
"Feb 14, 2011",8.09,-0.455272548,8.09,8.09,8.09
"Feb 15, 2011",8.105,0.185414091,8.105,8.105,8.105
"Feb 17, 2011",8.083,-0.271437384,8.083,8.083,8.083
"Feb 18, 2011",8.099,0.197946307,8.099,8.099,8.099
"Feb 21, 2011",8.078,-0.259291271,8.078,8.078,8.078
"Feb 22, 2011",8.063,-0.185689527,8.063,8.063,8.063
"Feb 23, 2011",8.039,-0.297655959,8.039,8.039,8.039
"Feb 24, 2011",8.075,0.447816893,8.075,8.075,8.075
"Feb 25, 2011",8.079,0.049535604,8.079,8.079,8.079
"Feb 28, 2011",7.992,-1.076865949,7.992,7.992,7.992
"Mar 01, 2011",7.994,0.025025025,7.994,7.994,7.994
"Mar 03, 2011",7.936,-0.725544158,7.936,7.936,7.936
"Mar 04, 2011",7.942,0.075604839,7.942,7.942,7.942
"Mar 07, 2011",7.98,0.4784689,7.98,7.98,7.98
"Mar 08, 2011",7.964,-0.200501253,7.964,7.964,7.964
"Mar 09, 2011",7.961,-0.037669513,7.961,7.961,7.961
"Mar 10, 2011",7.961,0,7.961,7.961,7.961
"Mar 11, 2011",7.965,0.050244944,7.965,7.965,7.965
"Mar 14, 2011",7.962,-0.037664783,7.962,7.962,7.962
"Mar 15, 2011",7.963,0.012559658,7.963,7.963,7.963
"Mar 16, 2011",7.965,0.025116162,7.965,7.965,7.965
"Mar 17, 2011",7.989,0.301318267,7.989,7.989,7.989
"Mar 18, 2011",8.005,0.200275379,8.005,8.005,8.005
"Mar 21, 2011",8.017,0.149906309,8.017,8.017,8.017
"Mar 22, 2011",8.016,-0.012473494,8.016,8.016,8.016
"Mar 23, 2011",8.013,-0.03742515,8.013,8.013,8.013
"Mar 24, 2011",8.013,0,8.013,8.013,8.013
"Mar 25, 2011",7.992,-0.26207413,7.992,7.992,7.992
"Mar 28, 2011",7.982,-0.125125125,7.982,7.982,7.982
"Mar 29, 2011",8.002,0.250563768,8.002,8.002,8.002
"Mar 30, 2011",8.016,0.174956261,8.016,8.016,8.016
"Mar 31, 2011",7.985,-0.386726547,7.985,7.985,7.985
"Apr 05, 2011",7.977,-0.100187852,7.977,7.977,7.977
"Apr 06, 2011",7.99,0.162968535,7.99,7.99,7.99
"Apr 07, 2011",7.974,-0.200250313,7.974,7.974,7.974
"Apr 08, 2011",7.965,-0.112866817,7.965,7.965,7.965
"Apr 11, 2011",8.019,0.677966102,8.019,8.019,8.019
"Apr 13, 2011",8.024,0.062351914,8.024,8.024,8.024
"Apr 15, 2011",8.064,0.498504487,8.064,8.064,8.064
"Apr 18, 2011",8.082,0.223214286,8.082,8.082,8.082
"Apr 19, 2011",8.08,-0.02474635,8.08,8.08,8.08
"Apr 20, 2011",8.092,0.148514851,8.092,8.092,8.092
"Apr 21, 2011",8.11,0.222441918,8.11,8.11,8.11
"Apr 25, 2011",8.134,0.295930949,8.134,8.134,8.134
"Apr 26, 2011",8.091,-0.528645193,8.091,8.091,8.091
"Apr 27, 2011",8.091,0,8.091,8.091,8.091
"Apr 28, 2011",8.111,0.247188234,8.111,8.111,8.111
"Apr 29, 2011",8.135,0.295894464,8.135,8.135,8.135
"May 02, 2011",8.139,0.049170252,8.139,8.139,8.139
"May 03, 2011",8.23,1.118073473,8.23,8.23,8.23
"May 04, 2011",8.294,0.77764277,8.294,8.294,8.294
"May 05, 2011",8.268,-0.313479624,8.268,8.268,8.268
"May 06, 2011",8.183,-1.02805999,8.183,8.183,8.183
"May 09, 2011",8.262,0.965416107,8.262,8.262,8.262
"May 10, 2011",8.284,0.266279351,8.284,8.284,8.284
"May 11, 2011",8.292,0.096571704,8.292,8.292,8.292
"May 12, 2011",8.212,-0.964785335,8.212,8.212,8.212
"May 13, 2011",8.276,0.779347297,8.276,8.276,8.276
"May 16, 2011",8.283,0.084581924,8.283,8.283,8.283
"May 18, 2011",8.292,0.108656284,8.292,8.292,8.292
"May 19, 2011",8.321,0.349734684,8.321,8.321,8.321
"May 20, 2011",8.354,0.396586949,8.354,8.354,8.354
"May 23, 2011",8.344,-0.119703136,8.344,8.344,8.344
"May 24, 2011",8.374,0.359539789,8.374,8.374,8.374
"May 25, 2011",8.374,0,8.374,8.374,8.374
"May 26, 2011",8.397,0.274659661,8.397,8.397,8.397
"May 27, 2011",8.457,0.714540907,8.457,8.457,8.457
"May 30, 2011",8.432,-0.295613102,8.432,8.432,8.432
"May 31, 2011",8.411,-0.249051233,8.411,8.411,8.411
"Jun 01, 2011",8.328,-0.986802996,8.328,8.328,8.328
"Jun 02, 2011",8.279,-0.588376561,8.279,8.279,8.279
"Jun 03, 2011",8.268,-0.132866288,8.268,8.268,8.268
"Jun 06, 2011",8.261,-0.084663764,8.261,8.261,8.261
"Jun 07, 2011",8.284,0.278416657,8.284,8.284,8.284
"Jun 08, 2011",8.248,-0.43457267,8.248,8.248,8.248
"Jun 09, 2011",8.269,0.254607177,8.269,8.269,8.269
"Jun 10, 2011",8.235,-0.411174265,8.235,8.235,8.235
"Jun 13, 2011",8.246,0.133576199,8.246,8.246,8.246
"Jun 14, 2011",8.335,1.079311181,8.335,8.335,8.335
"Jun 15, 2011",8.397,0.74385123,8.397,8.397,8.397
"Jun 16, 2011",8.3,-1.155174467,8.3,8.3,8.3
"Jun 17, 2011",8.275,-0.301204819,8.275,8.275,8.275
"Jun 20, 2011",8.196,-0.954682779,8.196,8.196,8.196
"Jun 21, 2011",8.225,0.353831137,8.225,8.225,8.225
"Jun 22, 2011",8.251,0.316109422,8.251,8.251,8.251
"Jun 23, 2011",8.268,0.206035632,8.268,8.268,8.268
"Jun 24, 2011",8.247,-0.253991292,8.247,8.247,8.247
"Jun 27, 2011",8.262,0.181884322,8.262,8.262,8.262
"Jun 28, 2011",8.288,0.314693779,8.288,8.288,8.288
"Jun 29, 2011",8.319,0.374034749,8.319,8.319,8.319
"Jun 30, 2011",8.326,0.084144729,8.326,8.326,8.326
"Jul 01, 2011",8.354,0.33629594,8.354,8.354,8.354
"Jul 04, 2011",8.357,0.035910941,8.357,8.357,8.357
"Jul 05, 2011",8.343,-0.167524231,8.343,8.343,8.343
"Jul 06, 2011",8.333,-0.119860961,8.333,8.333,8.333
"Jul 07, 2011",8.359,0.31201248,8.359,8.359,8.359
"Jul 08, 2011",8.355,-0.047852614,8.355,8.355,8.355
"Jul 11, 2011",8.321,-0.406941951,8.321,8.321,8.321
"Jul 12, 2011",8.28,-0.492729239,8.28,8.28,8.28
"Jul 13, 2011",8.305,0.301932367,8.305,8.305,8.305
"Jul 14, 2011",8.247,-0.698374473,8.247,8.247,8.247
"Jul 15, 2011",8.278,0.375894265,8.278,8.278,8.278
"Jul 18, 2011",8.25,-0.338245953,8.25,8.25,8.25
"Jul 19, 2011",8.259,0.109090909,8.259,8.259,8.259
"Jul 20, 2011",8.28,0.254268071,8.28,8.28,8.28
"Jul 21, 2011",8.274,-0.072463768,8.274,8.274,8.274
"Jul 22, 2011",8.314,0.483442108,8.314,8.314,8.314
"Jul 25, 2011",8.294,-0.240558095,8.294,8.294,8.294
"Jul 26, 2011",8.441,1.772365565,8.441,8.441,8.441
"Jul 27, 2011",8.451,0.118469376,8.451,8.451,8.451
"Jul 28, 2011",8.465,0.165660869,8.465,8.465,8.465
"Jul 29, 2011",8.454,-0.12994684,8.454,8.454,8.454
"Aug 01, 2011",8.461,0.082801041,8.461,8.461,8.461
"Aug 02, 2011",8.436,-0.295473348,8.436,8.436,8.436
"Aug 03, 2011",8.423,-0.15410147,8.423,8.423,8.423
"Aug 04, 2011",8.403,-0.237445091,8.403,8.403,8.403
"Aug 05, 2011",8.316,-1.03534452,8.316,8.316,8.316
"Aug 08, 2011",8.261,-0.661375661,8.261,8.261,8.261
"Aug 09, 2011",8.227,-0.411572449,8.227,8.227,8.227
"Aug 10, 2011",8.192,-0.425428467,8.192,8.192,8.192
"Aug 11, 2011",8.209,0.207519531,8.209,8.209,8.209
"Aug 12, 2011",8.3,1.108539408,8.3,8.3,8.3
"Aug 16, 2011",8.29,-0.120481928,8.29,8.29,8.29
"Aug 17, 2011",8.322,0.386007238,8.322,8.322,8.322
"Aug 18, 2011",8.257,-0.781062245,8.257,8.257,8.257
"Aug 22, 2011",8.269,0.145331234,8.269,8.269,8.269
"Aug 23, 2011",8.265,-0.048373443,8.265,8.265,8.265
"Aug 24, 2011",8.218,-0.568663037,8.218,8.218,8.218
"Aug 25, 2011",8.245,0.328547092,8.245,8.245,8.245
"Aug 26, 2011",8.303,0.70345664,8.303,8.303,8.303
"Aug 29, 2011",8.326,0.27700831,8.326,8.326,8.326
"Aug 30, 2011",8.319,-0.084073985,8.319,8.319,8.319
"Sep 02, 2011",8.349,0.360620267,8.349,8.349,8.349
"Sep 05, 2011",8.288,-0.730626422,8.288,8.288,8.288
"Sep 06, 2011",8.304,0.193050193,8.304,8.304,8.304
"Sep 07, 2011",8.31,0.072254335,8.31,8.31,8.31
"Sep 08, 2011",8.296,-0.168471721,8.296,8.296,8.296
"Sep 09, 2011",8.314,0.216972035,8.314,8.314,8.314
"Sep 12, 2011",8.292,-0.264613904,8.292,8.292,8.292
"Sep 13, 2011",8.325,0.397973951,8.325,8.325,8.325
"Sep 14, 2011",8.347,0.264264264,8.347,8.347,8.347
"Sep 15, 2011",8.329,-0.21564634,8.329,8.329,8.329
"Sep 16, 2011",8.362,0.396206027,8.362,8.362,8.362
"Sep 19, 2011",8.329,-0.39464243,8.329,8.329,8.329
"Sep 20, 2011",8.337,0.096049946,8.337,8.337,8.337
"Sep 21, 2011",8.328,-0.107952501,8.328,8.328,8.328
"Sep 22, 2011",8.3,-0.336215178,8.3,8.3,8.3
"Sep 23, 2011",8.302,0.024096386,8.302,8.302,8.302
"Sep 26, 2011",8.311,0.108407613,8.311,8.311,8.311
"Sep 27, 2011",8.326,0.180483696,8.326,8.326,8.326
"Sep 28, 2011",8.347,0.252221955,8.347,8.347,8.347
"Sep 29, 2011",8.442,1.138133461,8.442,8.442,8.442
"Oct 03, 2011",8.537,1.125325752,8.537,8.537,8.537
"Oct 04, 2011",8.545,0.093709734,8.545,8.545,8.545
"Oct 05, 2011",8.578,0.386190755,8.578,8.578,8.578
"Oct 07, 2011",8.666,1.025880159,8.666,8.666,8.666
"Oct 10, 2011",8.751,0.98084468,8.751,8.751,8.751
"Oct 11, 2011",8.71,-0.468517884,8.71,8.71,8.71
"Oct 12, 2011",8.738,0.321469575,8.738,8.738,8.738
"Oct 13, 2011",8.725,-0.148775463,8.725,8.725,8.725
"Oct 14, 2011",8.784,0.676217765,8.784,8.784,8.784
"Oct 17, 2011",8.757,-0.307377049,8.757,8.757,8.757
"Oct 18, 2011",8.748,-0.102774923,8.748,8.748,8.748
"Oct 19, 2011",8.775,0.308641975,8.775,8.775,8.775
"Oct 20, 2011",8.79,0.170940171,8.79,8.79,8.79
"Oct 21, 2011",8.82,0.341296928,8.82,8.82,8.82
"Oct 24, 2011",8.817,-0.034013605,8.817,8.817,8.817
"Oct 25, 2011",8.763,-0.612453215,8.763,8.763,8.763
"Oct 28, 2011",8.852,1.015633915,8.852,8.852,8.852
"Oct 31, 2011",8.879,0.305015816,8.879,8.879,8.879
"Nov 01, 2011",8.947,0.76585201,8.947,8.947,8.947
"Nov 02, 2011",8.904,-0.480608025,8.904,8.904,8.904
"Nov 03, 2011",8.901,-0.033692722,8.901,8.901,8.901
"Nov 04, 2011",8.968,0.752724413,8.968,8.968,8.968
"Nov 08, 2011",9.034,0.735950045,9.034,9.034,9.034
"Nov 09, 2011",9.061,0.298870932,9.061,9.061,9.061
"Nov 11, 2011",9.054,-0.077254166,9.054,9.054,9.054
"Nov 14, 2011",9.037,-0.187762315,9.037,9.037,9.037
"Nov 15, 2011",8.97,-0.741396481,8.97,8.97,8.97
"Nov 16, 2011",8.977,0.078037904,8.977,8.977,8.977
"Nov 17, 2011",8.838,-1.54840147,8.838,8.838,8.838
"Nov 18, 2011",8.856,0.203665988,8.856,8.856,8.856
"Nov 21, 2011",8.837,-0.214543812,8.837,8.837,8.837
"Nov 22, 2011",8.844,0.079212402,8.844,8.844,8.844
"Nov 23, 2011",8.812,-0.361827227,8.812,8.812,8.812
"Nov 24, 2011",8.793,-0.21561507,8.793,8.793,8.793
"Nov 25, 2011",8.811,0.204708291,8.811,8.811,8.811
"Nov 28, 2011",8.827,0.181591193,8.827,8.827,8.827
"Nov 29, 2011",8.825,-0.022657755,8.825,8.825,8.825
"Nov 30, 2011",8.738,-0.985835694,8.738,8.738,8.738
"Dec 01, 2011",8.697,-0.469214923,8.697,8.697,8.697
"Dec 02, 2011",8.647,-0.574910889,8.647,8.647,8.647
"Dec 05, 2011",8.577,-0.809529317,8.577,8.577,8.577
"Dec 07, 2011",8.594,0.1982045,8.594,8.594,8.594
"Dec 08, 2011",8.519,-0.872701885,8.519,8.519,8.519
"Dec 09, 2011",8.533,0.164338537,8.533,8.533,8.533
"Dec 12, 2011",8.446,-1.019571077,8.446,8.446,8.446
"Dec 13, 2011",8.403,-0.509116742,8.403,8.403,8.403
"Dec 14, 2011",8.491,1.047245032,8.491,8.491,8.491
"Dec 15, 2011",8.486,-0.058885879,8.486,8.486,8.486
"Dec 16, 2011",8.379,-1.260900306,8.379,8.379,8.379
"Dec 19, 2011",8.329,-0.59672992,8.329,8.329,8.329
"Dec 20, 2011",8.276,-0.636330892,8.276,8.276,8.276
"Dec 21, 2011",8.34,0.773320445,8.34,8.34,8.34
"Dec 22, 2011",8.333,-0.083932854,8.333,8.333,8.333
"Dec 23, 2011",8.365,0.384015361,8.365,8.365,8.365
"Dec 26, 2011",8.49,1.494321578,8.49,8.49,8.49
"Dec 27, 2011",8.476,-0.164899882,8.476,8.476,8.476
"Dec 28, 2011",8.478,0.023596036,8.478,8.478,8.478
"Dec 29, 2011",8.536,0.684123614,8.536,8.536,8.536
"Dec 30, 2011",8.56,0.281162137,8.56,8.56,8.56
"Jan 02, 2012",8.409,-1.764018692,8.409,8.409,8.409
"Jan 03, 2012",8.357,-0.618385064,8.357,8.357,8.357
"Jan 04, 2012",8.364,0.083762116,8.364,8.364,8.364
"Jan 05, 2012",8.328,-0.430416069,8.328,8.328,8.328
"Jan 06, 2012",8.219,-1.308837656,8.219,8.219,8.219
"Jan 09, 2012",8.201,-0.219004745,8.201,8.201,8.201
"Jan 10, 2012",8.228,0.329228143,8.228,8.228,8.228
"Jan 11, 2012",8.232,0.048614487,8.232,8.232,8.232
"Jan 12, 2012",8.251,0.230806608,8.251,8.251,8.251
"Jan 13, 2012",8.192,-0.715064841,8.192,8.192,8.192
"Jan 16, 2012",8.222,0.366210937,8.222,8.222,8.222
"Jan 17, 2012",8.218,-0.048649964,8.218,8.218,8.218
"Jan 18, 2012",8.19,-0.340715503,8.19,8.19,8.19
"Jan 19, 2012",8.169,-0.256410256,8.169,8.169,8.169
"Jan 20, 2012",8.181,0.146896805,8.181,8.181,8.181
"Jan 23, 2012",8.17,-0.13445789,8.17,8.17,8.17
"Jan 24, 2012",8.355,2.264381885,8.355,8.355,8.355
"Jan 25, 2012",8.31,-0.538599641,8.31,8.31,8.31
"Jan 27, 2012",8.354,0.529482551,8.354,8.354,8.354
"Jan 30, 2012",8.284,-0.837921954,8.284,8.284,8.284
"Jan 31, 2012",8.267,-0.205214872,8.267,8.267,8.267
"Feb 01, 2012",8.143,-1.499939519,8.143,8.143,8.143
"Feb 02, 2012",8.131,-0.147365836,8.131,8.131,8.131
"Feb 03, 2012",8.164,0.405854138,8.164,8.164,8.164
"Feb 06, 2012",8.183,0.232729054,8.183,8.183,8.183
"Feb 07, 2012",8.188,0.061102285,8.188,8.188,8.188
"Feb 08, 2012",8.232,0.537371764,8.232,8.232,8.232
"Feb 09, 2012",8.272,0.485908649,8.272,8.272,8.272
"Feb 10, 2012",8.194,-0.942940039,8.194,8.194,8.194
"Feb 11, 2012",8.202,0.097632414,8.202,8.202,8.202
"Feb 13, 2012",8.209,0.085345038,8.209,8.209,8.209
"Feb 14, 2012",8.18,-0.3532708,8.18,8.18,8.18
"Feb 15, 2012",8.197,0.207823961,8.197,8.197,8.197
"Feb 16, 2012",8.197,0,8.197,8.197,8.197
"Feb 17, 2012",8.185,-0.146395023,8.185,8.185,8.185
"Feb 18, 2012",8.188,0.036652413,8.188,8.188,8.188
"Feb 19, 2012",8.188,0,8.188,8.188,8.188
"Feb 21, 2012",8.173,-0.183194919,8.173,8.173,8.173
"Feb 22, 2012",8.222,0.599535054,8.222,8.222,8.222
"Feb 23, 2012",8.196,-0.316224763,8.196,8.196,8.196
"Feb 24, 2012",8.226,0.366032211,8.226,8.226,8.226
"Feb 25, 2012",8.227,0.012156577,8.227,8.227,8.227
"Feb 27, 2012",8.229,0.024310198,8.229,8.229,8.229
"Feb 28, 2012",8.212,-0.206586463,8.212,8.212,8.212
"Feb 29, 2012",8.199,-0.15830492,8.199,8.199,8.199
"Mar 01, 2012",8.237,0.463471155,8.237,8.237,8.237
"Mar 02, 2012",8.224,-0.157824451,8.224,8.224,8.224
"Mar 03, 2012",8.225,0.012159533,8.225,8.225,8.225
"Mar 05, 2012",8.228,0.036474164,8.228,8.228,8.228
"Mar 06, 2012",8.232,0.048614487,8.232,8.232,8.232
"Mar 07, 2012",8.241,0.109329446,8.241,8.241,8.241
"Mar 08, 2012",8.242,0.01213445,8.242,8.242,8.242
"Mar 09, 2012",8.281,0.47318612,8.281,8.281,8.281
"Mar 10, 2012",8.285,0.048303345,8.285,8.285,8.285
"Mar 12, 2012",8.294,0.108630054,8.294,8.294,8.294
"Mar 13, 2012",8.321,0.325536532,8.321,8.321,8.321
"Mar 14, 2012",8.281,-0.480711453,8.281,8.281,8.281
"Mar 15, 2012",8.36,0.953991064,8.36,8.36,8.36
"Mar 16, 2012",8.422,0.741626794,8.422,8.422,8.422
